InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,CustomerID,Country
545107,23/01/2024 17:02,SKU0036,Desk Fan,12,48.02,12821,Netherlands
545108,24/01/2024 15:26,SKU0036,Desk Fan,10,48.02,19183,Spain
545109,25/01/2024 10:08,SKU0036,Desk Fan,10,48.02,17275,Germany
545110,26/01/2024 12:46,SKU0036,Desk Fan,15,48.02,17726,Belgium
545111,27/01/2024 11:06,SKU0036,Desk Fan,15,48.02,12619,France
545112,29/01/2024 09:18,SKU0036,Desk Fan,19,48.02,18668,Belgium
545113,31/01/2024 10:32,SKU0036,Desk Fan,17,48.02,17858,France
545114,02/02/2024 18:51,SKU0036,Desk Fan,12,48.02,17426,Belgium
545115,03/02/2024 10:35,SKU0036,Desk Fan,10,48.02,17359,Belgium
545116,04/02/2024 10:12,SKU0036,Desk Fan,11,48.02,14936,Spain
545117,05/02/2024 17:02,SKU0036,Desk Fan,11,48.02,18749,Spain
545118,09/02/2024 09:08,SKU0036,Desk Fan,12,48.02,18335,Ireland
545119,10/02/2024 12:10,SKU0036,Desk Fan,12,48.02,12581,Ireland
545120,11/02/2024 10:54,SKU0036,Desk Fan,11,48.02,18162,Belgium
545121,12/02/2024 08:56,SKU0036,Desk Fan,14,48.02,14068,France
545122,13/02/2024 11:19,SKU0036,Desk Fan,11,48.02,15094,Spain
545123,14/02/2024 09:12,SKU0036,Desk Fan,13,48.02,15208,Germany
545124,16/02/2024 08:52,SKU0036,Desk Fan,11,48.02,15316,Germany
545125,18/02/2024 12:15,SKU0036,Desk Fan,12,48.02,15260,France
545126,19/02/2024 14:04,SKU0036,Desk Fan,13,48.02,12407,United Kingdom
545127,20/02/2024 15:31,SKU0036,Desk Fan,14,48.02,14668,Ireland
545128,21/02/2024 15:03,SKU0036,Desk Fan,15,48.02,19003,Belgium
545129,25/02/2024 18:04,SKU0036,Desk Fan,8,48.02,12718,United Kingdom
545130,26/02/2024 10:34,SKU0036,Desk Fan,11,48.02,19118,France
545131,27/02/2024 14:39,SKU0036,Desk Fan,12,48.02,12126,Germany
545132,28/02/2024 13:21,SKU0036,Desk Fan,16,48.02,14511,Germany
545133,01/03/2024 12:03,SKU0036,Desk Fan,16,48.02,16789,Ireland
545134,02/03/2024 08:49,SKU0036,Desk Fan,13,48.02,15282,United Kingdom
545135,03/03/2024 11:17,SKU0036,Desk Fan,13,48.02,16683,Spain
545136,04/03/2024 16:09,SKU0036,Desk Fan,11,48.02,12566,United Kingdom
545137,05/03/2024 10:30,SKU0036,Desk Fan,11,48.02,16134,Belgium
545138,06/03/2024 09:41,SKU0036,Desk Fan,13,48.02,18842,France
545139,07/03/2024 17:47,SKU0036,Desk Fan,9,48.02,16177,Netherlands
545140,09/03/2024 12:45,SKU0036,Desk Fan,11,48.02,12924,Netherlands
545141,10/03/2024 11:13,SKU0036,Desk Fan,9,48.02,17839,Germany
545142,11/03/2024 09:16,SKU0036,Desk Fan,12,48.02,14273,France
545143,14/03/2024 17:54,SKU0036,Desk Fan,13,48.02,17586,Belgium
545144,17/03/2024 10:37,SKU0036,Desk Fan,14,48.02,13713,Spain
545145,18/03/2024 14:16,SKU0036,Desk Fan,12,48.02,18651,France
545146,19/03/2024 09:16,SKU0036,Desk Fan,14,48.02,14500,Ireland
545147,20/03/2024 10:27,SKU0036,Desk Fan,10,48.02,13201,United Kingdom
545148,21/03/2024 13:39,SKU0036,Desk Fan,14,48.02,15350,United Kingdom
545149,22/03/2024 12:20,SKU0036,Desk Fan,12,48.02,15213,Belgium
545150,23/03/2024 13:38,SKU0036,Desk Fan,13,48.02,16981,Germany
545151,25/03/2024 09:50,SKU0036,Desk Fan,15,48.02,15008,Netherlands
545152,27/03/2024 10:14,SKU0036,Desk Fan,9,48.02,14178,Netherlands
545153,28/03/2024 11:19,SKU0036,Desk Fan,13,48.02,13651,Belgium
545154,30/03/2024 12:11,SKU0036,Desk Fan,12,48.02,19559,Spain
545155,31/03/2024 18:11,SKU0036,Desk Fan,9,48.02,13882,Spain
545156,02/04/2024 15:29,SKU0036,Desk Fan,10,48.02,13073,Belgium
545157,03/04/2024 10:43,SKU0036,Desk Fan,10,48.02,14174,Belgium
545158,04/04/2024 08:17,SKU0036,Desk Fan,13,48.02,13234,Ireland
545159,05/04/2024 11:51,SKU0036,Desk Fan,11,48.02,19373,Belgium
545160,06/04/2024 10:37,SKU0036,Desk Fan,7,48.02,17208,Ireland
545161,07/04/2024 18:10,SKU0036,Desk Fan,9,48.02,16872,Spain
545162,08/04/2024 09:59,SKU0036,Desk Fan,12,48.02,17234,Netherlands
545163,09/04/2024 18:44,SKU0036,Desk Fan,10,48.02,13033,France
545164,12/04/2024 18:26,SKU0036,Desk Fan,9,48.02,16995,Belgium
545165,13/04/2024 09:30,SKU0036,Desk Fan,12,48.02,14538,Germany
545166,15/04/2024 18:58,SKU0036,Desk Fan,8,48.02,13726,Belgium
545167,16/04/2024 16:27,SKU0036,Desk Fan,10,48.02,14603,Germany
545168,18/04/2024 10:15,SKU0036,Desk Fan,13,48.02,18594,Ireland
545169,19/04/2024 14:12,SKU0036,Desk Fan,9,48.02,14957,Belgium
545170,20/04/2024 14:15,SKU0036,Desk Fan,10,48.02,15927,France
545171,22/04/2024 09:49,SKU0036,Desk Fan,11,48.02,19265,Spain
545172,27/04/2024 13:48,SKU0036,Desk Fan,12,48.02,12212,Netherlands
545173,28/04/2024 16:51,SKU0036,Desk Fan,11,48.02,18353,Belgium
545174,03/05/2024 11:38,SKU0036,Desk Fan,11,48.02,17581,Germany
545175,04/05/2024 10:01,SKU0036,Desk Fan,12,48.02,14747,Spain
545176,06/05/2024 12:45,SKU0036,Desk Fan,8,48.02,13998,Spain
545177,07/05/2024 16:29,SKU0036,Desk Fan,10,48.02,13283,Spain
545178,08/05/2024 08:32,SKU0036,Desk Fan,10,48.02,12758,Ireland
545179,10/05/2024 14:48,SKU0036,Desk Fan,11,48.02,16895,Germany
545180,11/05/2024 09:02,SKU0036,Desk Fan,8,48.02,19040,France
545181,12/05/2024 10:09,SKU0036,Desk Fan,7,48.02,13961,Germany
545182,13/05/2024 18:35,SKU0036,Desk Fan,11,48.02,13605,Ireland
545183,15/05/2024 15:38,SKU0036,Desk Fan,9,48.02,14525,United Kingdom
545184,16/05/2024 08:10,SKU0036,Desk Fan,8,48.02,12218,Netherlands
545185,18/05/2024 14:14,SKU0036,Desk Fan,13,48.02,17853,France
545186,19/05/2024 16:58,SKU0036,Desk Fan,13,48.02,12731,Spain
545187,20/05/2024 12:10,SKU0036,Desk Fan,12,48.02,17426,Germany
545188,22/05/2024 16:35,SKU0036,Desk Fan,10,48.02,19898,France
545189,25/05/2024 15:33,SKU0036,Desk Fan,9,48.02,17678,Germany
545190,26/05/2024 16:33,SKU0036,Desk Fan,9,48.02,16334,Belgium
545191,27/05/2024 16:58,SKU0036,Desk Fan,11,48.02,16672,United Kingdom
545192,28/05/2024 12:03,SKU0036,Desk Fan,9,48.02,19259,Ireland
545193,30/05/2024 15:39,SKU0036,Desk Fan,10,48.02,17904,Netherlands
545194,04/06/2024 08:02,SKU0036,Desk Fan,8,48.02,17058,United Kingdom
545195,06/06/2024 13:08,SKU0036,Desk Fan,9,48.02,12773,Belgium
545196,08/06/2024 08:59,SKU0036,Desk Fan,9,48.02,19692,Spain
545197,09/06/2024 15:03,SKU0036,Desk Fan,10,48.02,18223,United Kingdom
545198,10/06/2024 13:53,SKU0036,Desk Fan,8,48.02,17473,Germany
545199,11/06/2024 13:53,SKU0036,Desk Fan,7,48.02,17094,Spain
545200,12/06/2024 10:27,SKU0036,Desk Fan,10,48.02,12707,Belgium
545201,13/06/2024 14:03,SKU0036,Desk Fan,10,48.02,19361,Ireland
545202,14/06/2024 15:28,SKU0036,Desk Fan,8,48.02,13507,Spain
545203,15/06/2024 08:55,SKU0036,Desk Fan,10,48.02,17041,Ireland
545204,16/06/2024 14:38,SKU0036,Desk Fan,10,48.02,14125,Netherlands
545205,17/06/2024 09:44,SKU0036,Desk Fan,8,48.02,17751,Spain
545206,18/06/2024 10:33,SKU0036,Desk Fan,9,48.02,18361,Belgium
545207,19/06/2024 18:44,SKU0036,Desk Fan,10,48.02,15002,Netherlands
545208,21/06/2024 14:54,SKU0036,Desk Fan,9,48.02,16197,Germany
545209,22/06/2024 08:02,SKU0036,Desk Fan,8,48.02,12194,United Kingdom
545210,23/06/2024 12:10,SKU0036,Desk Fan,8,48.02,19666,Germany
545211,24/06/2024 17:10,SKU0036,Desk Fan,10,48.02,18669,Belgium
545212,25/06/2024 16:10,SKU0036,Desk Fan,7,48.02,12296,France
545213,26/06/2024 18:32,SKU0036,Desk Fan,9,48.02,18828,Germany
545214,27/06/2024 16:11,SKU0036,Desk Fan,10,48.02,12762,Ireland
545215,30/06/2024 12:26,SKU0036,Desk Fan,8,48.02,15704,France
545216,02/07/2023 16:25,SKU0037,Air Purifier,5,36.28,15573,Ireland
545217,05/07/2023 15:33,SKU0037,Air Purifier,5,36.28,15653,Belgium
545218,09/07/2023 18:42,SKU0037,Air Purifier,4,36.28,18559,Ireland
545219,10/07/2023 11:41,SKU0037,Air Purifier,6,36.28,12010,United Kingdom
545220,11/07/2023 10:28,SKU0037,Air Purifier,3,36.28,14187,Belgium
545221,13/07/2023 09:21,SKU0037,Air Purifier,4,36.28,12706,United Kingdom
545222,18/07/2023 09:05,SKU0037,Air Purifier,4,36.28,16050,France
545223,19/07/2023 10:38,SKU0037,Air Purifier,4,36.28,14025,Netherlands
545224,20/07/2023 14:01,SKU0037,Air Purifier,5,36.28,13318,Spain
545225,21/07/2023 14:33,SKU0037,Air Purifier,4,36.28,17837,United Kingdom
545226,22/07/2023 13:47,SKU0037,Air Purifier,5,36.28,15738,Ireland
545227,23/07/2023 15:44,SKU0037,Air Purifier,5,36.28,17492,United Kingdom
545228,25/07/2023 09:27,SKU0037,Air Purifier,4,36.28,15196,France
545229,26/07/2023 15:01,SKU0037,Air Purifier,6,36.28,14688,Spain
545230,27/07/2023 10:18,SKU0037,Air Purifier,4,36.28,19332,Belgium
545231,31/07/2023 13:12,SKU0037,Air Purifier,3,36.28,17947,France
545232,02/08/2023 10:36,SKU0037,Air Purifier,6,36.28,13661,Ireland
545233,03/08/2023 11:11,SKU0037,Air Purifier,6,36.28,15341,Netherlands
545234,04/08/2023 11:51,SKU0037,Air Purifier,4,36.28,15268,France
545235,05/08/2023 17:41,SKU0037,Air Purifier,6,36.28,17706,Belgium
545236,06/08/2023 16:39,SKU0037,Air Purifier,5,36.28,12180,Ireland
545237,09/08/2023 15:36,SKU0037,Air Purifier,7,36.28,14088,Belgium
545238,11/08/2023 18:21,SKU0037,Air Purifier,5,36.28,17642,Belgium
545239,12/08/2023 08:17,SKU0037,Air Purifier,5,36.28,13881,United Kingdom
545240,13/08/2023 08:49,SKU0037,Air Purifier,6,36.28,17124,Belgium
545241,14/08/2023 18:47,SKU0037,Air Purifier,6,36.28,19181,Netherlands
545242,15/08/2023 08:48,SKU0037,Air Purifier,6,36.28,18718,Germany
545243,16/08/2023 12:19,SKU0037,Air Purifier,6,36.28,13228,France
545244,18/08/2023 18:33,SKU0037,Air Purifier,6,36.28,15167,Germany
545245,21/08/2023 08:42,SKU0037,Air Purifier,7,36.28,16878,France
545246,22/08/2023 17:27,SKU0037,Air Purifier,6,36.28,14430,France
545247,23/08/2023 10:44,SKU0037,Air Purifier,8,36.28,18090,Germany
545248,24/08/2023 14:10,SKU0037,Air Purifier,7,36.28,13470,France
545249,26/08/2023 17:54,SKU0037,Air Purifier,8,36.28,16144,Germany
545250,27/08/2023 12:24,SKU0037,Air Purifier,6,36.28,19620,Spain
545251,29/08/2023 18:25,SKU0037,Air Purifier,7,36.28,17682,Belgium
545252,30/08/2023 12:25,SKU0037,Air Purifier,8,36.28,19100,Germany
545253,03/09/2023 18:20,SKU0037,Air Purifier,6,36.28,14035,Spain
545254,04/09/2023 17:45,SKU0037,Air Purifier,8,36.28,17081,Belgium
545255,07/09/2023 12:54,SKU0037,Air Purifier,6,36.28,17940,Netherlands
545256,08/09/2023 14:27,SKU0037,Air Purifier,8,36.28,19929,Netherlands
545257,10/09/2023 12:36,SKU0037,Air Purifier,7,36.28,15336,Belgium
545258,11/09/2023 14:28,SKU0037,Air Purifier,8,36.28,14040,United Kingdom
545259,12/09/2023 15:39,SKU0037,Air Purifier,7,36.28,17304,Ireland
545260,13/09/2023 16:21,SKU0037,Air Purifier,7,36.28,13655,Ireland
545261,14/09/2023 09:44,SKU0037,Air Purifier,6,36.28,13922,Spain
545262,15/09/2023 13:43,SKU0037,Air Purifier,8,36.28,19782,Ireland
545263,17/09/2023 08:49,SKU0037,Air Purifier,8,36.28,14667,Netherlands
545264,19/09/2023 17:45,SKU0037,Air Purifier,7,36.28,17437,Ireland
545265,21/09/2023 15:47,SKU0037,Air Purifier,9,36.28,16384,United Kingdom
545266,23/09/2023 15:43,SKU0037,Air Purifier,7,36.28,15313,France
545267,25/09/2023 11:25,SKU0037,Air Purifier,6,36.28,18467,United Kingdom
545268,26/09/2023 17:16,SKU0037,Air Purifier,8,36.28,14342,France
545269,30/09/2023 11:59,SKU0037,Air Purifier,7,36.28,14293,Spain
545270,01/10/2023 12:35,SKU0037,Air Purifier,7,36.28,13191,Netherlands
545271,02/10/2023 15:33,SKU0037,Air Purifier,11,36.28,18598,Netherlands
545272,03/10/2023 18:27,SKU0037,Air Purifier,9,36.28,19461,Germany
545273,04/10/2023 09:37,SKU0037,Air Purifier,11,36.28,13885,Germany
545274,05/10/2023 12:16,SKU0037,Air Purifier,6,36.28,15790,Netherlands
545275,07/10/2023 15:44,SKU0037,Air Purifier,6,36.28,18884,Spain
545276,08/10/2023 14:47,SKU0037,Air Purifier,8,36.28,15398,Belgium
545277,09/10/2023 14:31,SKU0037,Air Purifier,8,36.28,13725,Germany
545278,10/10/2023 17:21,SKU0037,Air Purifier,11,36.28,18411,United Kingdom
545279,11/10/2023 11:37,SKU0037,Air Purifier,8,36.28,18525,Ireland
545280,13/10/2023 13:15,SKU0037,Air Purifier,10,36.28,12930,Germany
545281,14/10/2023 18:02,SKU0037,Air Purifier,7,36.28,19260,Ireland
545282,15/10/2023 08:51,SKU0037,Air Purifier,10,36.28,19764,United Kingdom
545283,16/10/2023 11:11,SKU0037,Air Purifier,11,36.28,15665,United Kingdom
545284,18/10/2023 14:31,SKU0037,Air Purifier,8,36.28,13251,Belgium
545285,20/10/2023 11:07,SKU0037,Air Purifier,8,36.28,17849,Ireland
545286,22/10/2023 16:15,SKU0037,Air Purifier,9,36.28,19863,Ireland
545287,23/10/2023 13:59,SKU0037,Air Purifier,11,36.28,14900,France
545288,24/10/2023 09:27,SKU0037,Air Purifier,9,36.28,19621,Germany
545289,26/10/2023 09:59,SKU0037,Air Purifier,10,36.28,17136,Ireland
545290,27/10/2023 13:39,SKU0037,Air Purifier,10,36.28,18327,Netherlands
545291,28/10/2023 17:06,SKU0037,Air Purifier,11,36.28,12971,Spain
545292,29/10/2023 13:04,SKU0037,Air Purifier,11,36.28,18605,Ireland
545293,30/10/2023 14:41,SKU0037,Air Purifier,9,36.28,12744,France
545294,31/10/2023 17:37,SKU0037,Air Purifier,10,36.28,13765,Spain
545295,01/11/2023 15:10,SKU0037,Air Purifier,7,36.28,12749,Belgium
545296,02/11/2023 09:42,SKU0037,Air Purifier,8,36.28,16261,Germany
545297,03/11/2023 08:13,SKU0037,Air Purifier,9,36.28,12728,Belgium
545298,05/11/2023 10:11,SKU0037,Air Purifier,9,36.28,17960,Germany
545299,06/11/2023 12:17,SKU0037,Air Purifier,8,36.28,15390,Ireland
545300,07/11/2023 17:47,SKU0037,Air Purifier,13,36.28,12314,Netherlands
545301,08/11/2023 13:53,SKU0037,Air Purifier,8,36.28,16979,France
545302,11/11/2023 09:59,SKU0037,Air Purifier,10,36.28,14044,Belgium
545303,12/11/2023 18:39,SKU0037,Air Purifier,9,36.28,16951,United Kingdom
545304,14/11/2023 17:19,SKU0037,Air Purifier,10,36.28,18775,Spain
545305,16/11/2023 15:02,SKU0037,Air Purifier,13,36.28,16907,Ireland
545306,17/11/2023 15:11,SKU0037,Air Purifier,11,36.28,17423,Ireland
545307,18/11/2023 11:39,SKU0037,Air Purifier,8,36.28,12330,Netherlands
545308,19/11/2023 18:28,SKU0037,Air Purifier,10,36.28,17235,Germany
545309,20/11/2023 16:04,SKU0037,Air Purifier,12,36.28,18715,United Kingdom
545310,21/11/2023 18:23,SKU0037,Air Purifier,10,36.28,12522,Netherlands
545311,24/11/2023 17:19,SKU0037,Air Purifier,8,36.28,14871,Netherlands
545312,25/11/2023 14:23,SKU0037,Air Purifier,7,36.28,15772,Spain
545313,26/11/2023 08:22,SKU0037,Air Purifier,9,36.28,14705,France
545314,28/11/2023 17:38,SKU0037,Air Purifier,12,36.28,12983,Belgium
545315,29/11/2023 08:14,SKU0037,Air Purifier,8,36.28,13758,Spain
545316,30/11/2023 08:31,SKU0037,Air Purifier,8,36.28,17448,Spain
545317,01/12/2023 14:39,SKU0037,Air Purifier,7,36.28,15947,Ireland
545318,03/12/2023 10:58,SKU0037,Air Purifier,11,36.28,14108,United Kingdom
545319,04/12/2023 13:50,SKU0037,Air Purifier,7,36.28,16577,Germany
545320,05/12/2023 09:17,SKU0037,Air Purifier,10,36.28,13281,Spain
545321,06/12/2023 09:39,SKU0037,Air Purifier,11,36.28,13652,United Kingdom
545322,07/12/2023 13:40,SKU0037,Air Purifier,9,36.28,17107,France
545323,08/12/2023 14:52,SKU0037,Air Purifier,13,36.28,18535,Spain
545324,10/12/2023 13:55,SKU0037,Air Purifier,12,36.28,12619,France
545325,11/12/2023 15:41,SKU0037,Air Purifier,13,36.28,13386,Ireland
545326,12/12/2023 16:43,SKU0037,Air Purifier,7,36.28,18475,Spain
545327,14/12/2023 13:15,SKU0037,Air Purifier,10,36.28,18619,Ireland
545328,15/12/2023 08:20,SKU0037,Air Purifier,12,36.28,13190,Spain
545329,16/12/2023 10:19,SKU0037,Air Purifier,9,36.28,12666,United Kingdom
545330,18/12/2023 18:24,SKU0037,Air Purifier,11,36.28,17592,Spain
545331,19/12/2023 09:18,SKU0037,Air Purifier,7,36.28,19962,Netherlands
545332,20/12/2023 14:09,SKU0037,Air Purifier,12,36.28,18219,United Kingdom
545333,21/12/2023 13:52,SKU0037,Air Purifier,11,36.28,17240,Netherlands
545334,22/12/2023 15:50,SKU0037,Air Purifier,11,36.28,18740,Netherlands
545335,25/12/2023 18:47,SKU0037,Air Purifier,7,36.28,15485,Germany
545336,27/12/2023 14:43,SKU0037,Air Purifier,10,36.28,13089,Belgium
545337,28/12/2023 12:59,SKU0037,Air Purifier,10,36.28,17405,Belgium
545338,29/12/2023 16:52,SKU0037,Air Purifier,8,36.28,18283,Belgium
545339,30/12/2023 15:30,SKU0037,Air Purifier,10,36.28,15129,Spain
545340,31/12/2023 13:07,SKU0037,Air Purifier,9,36.28,19411,Spain
545341,01/01/2024 17:37,SKU0037,Air Purifier,10,36.28,13258,France
545342,02/01/2024 08:01,SKU0037,Air Purifier,11,36.28,16046,France
545343,03/01/2024 15:46,SKU0037,Air Purifier,11,36.28,18878,Netherlands
545344,04/01/2024 12:04,SKU0037,Air Purifier,14,36.28,19914,Spain
545345,06/01/2024 09:16,SKU0037,Air Purifier,9,36.28,15525,Netherlands
545346,08/01/2024 13:31,SKU0037,Air Purifier,11,36.28,15058,Ireland
545347,09/01/2024 08:46,SKU0037,Air Purifier,13,36.28,16706,Ireland
545348,10/01/2024 15:19,SKU0037,Air Purifier,10,36.28,12119,Ireland
545349,11/01/2024 13:06,SKU0037,Air Purifier,10,36.28,19189,Germany
545350,12/01/2024 14:21,SKU0037,Air Purifier,11,36.28,16522,France
545351,13/01/2024 17:40,SKU0037,Air Purifier,9,36.28,12068,Ireland
545352,14/01/2024 13:20,SKU0037,Air Purifier,9,36.28,13760,France
545353,15/01/2024 10:48,SKU0037,Air Purifier,11,36.28,14872,United Kingdom
545354,17/01/2024 12:10,SKU0037,Air Purifier,10,36.28,18370,France
545355,18/01/2024 16:46,SKU0037,Air Purifier,9,36.28,15041,Netherlands
545356,19/01/2024 15:48,SKU0037,Air Purifier,7,36.28,15021,France
545357,20/01/2024 12:06,SKU0037,Air Purifier,9,36.28,12226,Spain
545358,21/01/2024 14:02,SKU0037,Air Purifier,7,36.28,18421,United Kingdom
545359,22/01/2024 17:55,SKU0037,Air Purifier,13,36.28,13382,United Kingdom
545360,23/01/2024 18:01,SKU0037,Air Purifier,9,36.28,17439,Spain
545361,25/01/2024 18:41,SKU0037,Air Purifier,8,36.28,19099,Netherlands
545362,26/01/2024 14:11,SKU0037,Air Purifier,8,36.28,12771,Germany
545363,29/01/2024 18:44,SKU0037,Air Purifier,10,36.28,17601,Ireland
545364,30/01/2024 18:23,SKU0037,Air Purifier,9,36.28,17320,Ireland
545365,31/01/2024 17:37,SKU0037,Air Purifier,8,36.28,14802,Ireland
545366,01/02/2024 09:22,SKU0037,Air Purifier,8,36.28,17163,Netherlands
545367,02/02/2024 10:35,SKU0037,Air Purifier,8,36.28,17150,Netherlands
545368,03/02/2024 12:20,SKU0037,Air Purifier,9,36.28,17235,Germany
545369,04/02/2024 08:29,SKU0037,Air Purifier,14,36.28,13518,Spain
545370,05/02/2024 16:34,SKU0037,Air Purifier,10,36.28,14417,Germany
545371,06/02/2024 10:09,SKU0037,Air Purifier,10,36.28,19151,Spain
545372,07/02/2024 17:12,SKU0037,Air Purifier,7,36.28,14966,Ireland
545373,09/02/2024 10:40,SKU0037,Air Purifier,9,36.28,14165,France
545374,10/02/2024 09:01,SKU0037,Air Purifier,9,36.28,12393,Belgium
545375,11/02/2024 17:20,SKU0037,Air Purifier,8,36.28,15267,Belgium
545376,14/02/2024 08:17,SKU0037,Air Purifier,9,36.28,14199,France
545377,15/02/2024 16:35,SKU0037,Air Purifier,9,36.28,15884,United Kingdom
545378,16/02/2024 11:16,SKU0037,Air Purifier,8,36.28,15130,Germany
545379,17/02/2024 10:38,SKU0037,Air Purifier,7,36.28,12710,France
545380,18/02/2024 10:08,SKU0037,Air Purifier,10,36.28,14005,United Kingdom
545381,19/02/2024 15:00,SKU0037,Air Purifier,9,36.28,15184,Ireland
545382,20/02/2024 13:15,SKU0037,Air Purifier,8,36.28,13265,Spain
545383,21/02/2024 18:04,SKU0037,Air Purifier,9,36.28,13654,Ireland
545384,22/02/2024 09:59,SKU0037,Air Purifier,9,36.28,12385,Belgium
545385,23/02/2024 09:14,SKU0037,Air Purifier,9,36.28,18617,France
545386,24/02/2024 08:21,SKU0037,Air Purifier,9,36.28,13360,Ireland
545387,25/02/2024 09:26,SKU0037,Air Purifier,7,36.28,13715,Spain
545388,27/02/2024 18:29,SKU0037,Air Purifier,5,36.28,13275,Ireland
545389,29/02/2024 09:12,SKU0037,Air Purifier,7,36.28,19480,Belgium
545390,01/03/2024 09:24,SKU0037,Air Purifier,10,36.28,17904,United Kingdom
545391,02/03/2024 13:11,SKU0037,Air Purifier,10,36.28,12159,Ireland
545392,04/03/2024 09:50,SKU0037,Air Purifier,8,36.28,18268,United Kingdom
545393,05/03/2024 16:38,SKU0037,Air Purifier,6,36.28,18471,Belgium
545394,06/03/2024 18:16,SKU0037,Air Purifier,9,36.28,16061,Belgium
545395,07/03/2024 14:00,SKU0037,Air Purifier,5,36.28,12004,Germany
545396,08/03/2024 08:32,SKU0037,Air Purifier,7,36.28,15641,Spain
545397,09/03/2024 08:41,SKU0037,Air Purifier,7,36.28,17861,Netherlands
545398,10/03/2024 13:20,SKU0037,Air Purifier,6,36.28,18104,Spain
545399,11/03/2024 18:45,SKU0037,Air Purifier,6,36.28,12835,Spain
545400,13/03/2024 15:55,SKU0037,Air Purifier,8,36.28,12952,Germany
545401,15/03/2024 13:10,SKU0037,Air Purifier,8,36.28,12271,Belgium
545402,16/03/2024 12:22,SKU0037,Air Purifier,6,36.28,16166,Netherlands
545403,17/03/2024 10:42,SKU0037,Air Purifier,7,36.28,15156,Ireland
545404,18/03/2024 17:55,SKU0037,Air Purifier,6,36.28,19575,United Kingdom
545405,19/03/2024 08:05,SKU0037,Air Purifier,7,36.28,17065,United Kingdom
545406,20/03/2024 11:30,SKU0037,Air Purifier,6,36.28,16196,Ireland
545407,21/03/2024 10:31,SKU0037,Air Purifier,6,36.28,19304,Netherlands
545408,22/03/2024 09:11,SKU0037,Air Purifier,7,36.28,16388,France
545409,24/03/2024 16:39,SKU0037,Air Purifier,7,36.28,15555,Netherlands
545410,25/03/2024 09:33,SKU0037,Air Purifier,6,36.28,12321,Belgium
545411,27/03/2024 15:31,SKU0037,Air Purifier,6,36.28,18559,Belgium
545412,28/03/2024 16:06,SKU0037,Air Purifier,6,36.28,15023,Belgium
545413,30/03/2024 18:57,SKU0037,Air Purifier,7,36.28,17617,Belgium
545414,31/03/2024 10:16,SKU0037,Air Purifier,5,36.28,17348,Germany
545415,01/04/2024 18:57,SKU0037,Air Purifier,5,36.28,16515,Germany
545416,03/04/2024 13:51,SKU0037,Air Purifier,5,36.28,15099,France
545417,04/04/2024 16:51,SKU0037,Air Purifier,8,36.28,18699,Ireland
545418,05/04/2024 18:31,SKU0037,Air Purifier,5,36.28,13827,Germany
545419,07/04/2024 17:59,SKU0037,Air Purifier,6,36.28,13517,United Kingdom
545420,08/04/2024 08:02,SKU0037,Air Purifier,5,36.28,12947,Germany
545421,11/04/2024 11:20,SKU0037,Air Purifier,6,36.28,17312,United Kingdom
545422,12/04/2024 15:32,SKU0037,Air Purifier,3,36.28,15895,France
545423,13/04/2024 15:19,SKU0037,Air Purifier,5,36.28,13275,Spain
545424,14/04/2024 16:43,SKU0037,Air Purifier,6,36.28,12688,France
545425,15/04/2024 16:05,SKU0037,Air Purifier,2,36.28,18140,Germany
545426,16/04/2024 17:13,SKU0037,Air Purifier,5,36.28,15461,Ireland
545427,17/04/2024 14:07,SKU0037,Air Purifier,6,36.28,16335,United Kingdom
545428,18/04/2024 18:41,SKU0037,Air Purifier,6,36.28,19097,Belgium
545429,20/04/2024 11:44,SKU0037,Air Purifier,6,36.28,13083,Netherlands
545430,21/04/2024 09:57,SKU0037,Air Purifier,4,36.28,17622,Spain
545431,23/04/2024 11:22,SKU0037,Air Purifier,4,36.28,18123,Belgium
545432,25/04/2024 13:09,SKU0037,Air Purifier,6,36.28,15694,Ireland
545433,26/04/2024 13:26,SKU0037,Air Purifier,5,36.28,14151,France
545434,27/04/2024 09:49,SKU0037,Air Purifier,5,36.28,17923,Belgium
545435,28/04/2024 16:34,SKU0037,Air Purifier,4,36.28,16410,Germany
545436,29/04/2024 16:44,SKU0037,Air Purifier,5,36.28,17729,Spain
545437,30/04/2024 10:39,SKU0037,Air Purifier,5,36.28,19782,France
545438,02/05/2024 13:26,SKU0037,Air Purifier,3,36.28,19419,Germany
545439,03/05/2024 16:17,SKU0037,Air Purifier,5,36.28,14773,Spain
545440,04/05/2024 12:33,SKU0037,Air Purifier,4,36.28,19177,Spain
545441,05/05/2024 13:21,SKU0037,Air Purifier,3,36.28,17638,France
545442,06/05/2024 09:12,SKU0037,Air Purifier,4,36.28,16824,France
545443,07/05/2024 10:03,SKU0037,Air Purifier,3,36.28,18497,Belgium
545444,09/05/2024 17:21,SKU0037,Air Purifier,5,36.28,13287,Netherlands
545445,11/05/2024 08:41,SKU0037,Air Purifier,4,36.28,19243,Ireland
545446,12/05/2024 15:18,SKU0037,Air Purifier,4,36.28,13490,France
545447,14/05/2024 12:27,SKU0037,Air Purifier,5,36.28,12771,Netherlands
545448,17/05/2024 16:50,SKU0037,Air Purifier,4,36.28,19895,Netherlands
545449,19/05/2024 11:42,SKU0037,Air Purifier,4,36.28,16550,Germany
